2024-01-30	90000000001072649126	07:05:00	1
2024-01-30	90000000001072649126	16:35:00	2
2024-01-30	90000000001079624966	07:05:00	1
2024-01-30	90000000001079624966	16:35:00	2
2024-01-30	90000000001071750230	07:05:00	1
2024-01-30	90000000001071750230	16:35:00	2
2024-01-30	90000000001077274613	07:05:00	1
2024-01-30	90000000001077274613	16:35:00	2
2024-01-30	90000000001074965880	07:05:00	1
2024-01-30	90000000001074965880	16:35:00	2
2024-02-01	90000000001072649126	07:05:00	1
2024-02-01	90000000001072649126	16:35:00	2
2024-02-01	90000000001079624966	07:05:00	1
2024-02-01	90000000001079624966	16:35:00	2
2024-02-01	90000000001071750230	07:05:00	1
2024-02-01	90000000001071750230	16:35:00	2
2024-02-01	90000000001077274613	07:05:00	1
2024-02-01	90000000001077274613	16:35:00	2
2024-02-01	90000000001074965880	07:05:00	1
2024-02-01	90000000001074965880	16:35:00	2
2024-02-06	90000000001072649126	07:05:00	1
2024-02-06	90000000001072649126	16:35:00	2
2024-02-06	90000000001079624966	07:05:00	1
2024-02-06	90000000001079624966	16:35:00	2
2024-02-06	90000000001071750230	07:05:00	1
2024-02-06	90000000001071750230	16:35:00	2
2024-02-06	90000000001077274613	07:05:00	1
2024-02-06	90000000001077274613	16:35:00	2
2024-02-06	90000000001074965880	07:05:00	1
2024-02-06	90000000001074965880	16:35:00	2
2024-02-08	90000000001072649126	07:05:00	1
2024-02-08	90000000001072649126	16:35:00	2
2024-02-08	90000000001079624966	07:05:00	1
2024-02-08	90000000001079624966	16:35:00	2
2024-02-08	90000000001071750230	07:05:00	1
2024-02-08	90000000001071750230	16:35:00	2
2024-02-08	90000000001077274613	07:05:00	1
2024-02-08	90000000001077274613	16:35:00	2
2024-02-08	90000000001074965880	07:05:00	1
2024-02-08	90000000001074965880	16:35:00	2
2024-02-13	90000000001072649126	07:05:00	1
2024-02-13	90000000001072649126	16:35:00	2
2024-02-13	90000000001079624966	07:05:00	1
2024-02-13	90000000001079624966	16:35:00	2
2024-02-13	90000000001071750230	07:05:00	1
2024-02-13	90000000001071750230	16:35:00	2
2024-02-13	90000000001077274613	07:05:00	1
2024-02-13	90000000001077274613	16:35:00	2
2024-02-13	90000000001074965880	07:05:00	1
2024-02-13	90000000001074965880	16:35:00	2
2024-02-15	90000000001072649126	07:05:00	1
2024-02-15	90000000001072649126	16:35:00	2
2024-02-15	90000000001079624966	07:05:00	1
2024-02-15	90000000001079624966	16:35:00	2
2024-02-15	90000000001071750230	07:05:00	1
2024-02-15	90000000001071750230	16:35:00	2
2024-02-15	90000000001077274613	07:05:00	1
2024-02-15	90000000001077274613	16:35:00	2
2024-02-15	90000000001074965880	07:05:00	1
2024-02-15	90000000001074965880	16:35:00	2
2024-02-20	90000000001072649126	07:05:00	1
2024-02-20	90000000001072649126	16:35:00	2
2024-02-20	90000000001079624966	07:05:00	1
2024-02-20	90000000001079624966	16:35:00	2
2024-02-20	90000000001071750230	07:05:00	1
2024-02-20	90000000001071750230	16:35:00	2
2024-02-20	90000000001077274613	07:05:00	1
2024-02-20	90000000001077274613	16:35:00	2
2024-02-20	90000000001074965880	07:05:00	1
2024-02-20	90000000001074965880	16:35:00	2
2024-02-22	90000000001072649126	07:05:00	1
2024-02-22	90000000001072649126	16:35:00	2
2024-02-22	90000000001079624966	07:05:00	1
2024-02-22	90000000001079624966	16:35:00	2
2024-02-22	90000000001071750230	07:05:00	1
2024-02-22	90000000001071750230	16:35:00	2
2024-02-22	90000000001077274613	07:05:00	1
2024-02-22	90000000001077274613	16:35:00	2
2024-02-22	90000000001074965880	07:05:00	1
2024-02-22	90000000001074965880	16:35:00	2
2024-02-27	90000000001072649126	07:05:00	1
2024-02-27	90000000001072649126	16:35:00	2
2024-02-27	90000000001079624966	07:05:00	1
2024-02-27	90000000001079624966	16:35:00	2
2024-02-27	90000000001071750230	07:05:00	1
2024-02-27	90000000001071750230	16:35:00	2
2024-02-27	90000000001077274613	07:05:00	1
2024-02-27	90000000001077274613	16:35:00	2
2024-02-27	90000000001074965880	07:05:00	1
2024-02-27	90000000001074965880	16:35:00	2
2024-02-29	90000000001072649126	07:05:00	1
2024-02-29	90000000001072649126	16:35:00	2
2024-02-29	90000000001079624966	07:05:00	1
2024-02-29	90000000001079624966	16:35:00	2
2024-02-29	90000000001071750230	07:05:00	1
2024-02-29	90000000001071750230	16:35:00	2
2024-02-29	90000000001077274613	07:05:00	1
2024-02-29	90000000001077274613	16:35:00	2
2024-02-29	90000000001074965880	07:05:00	1
2024-02-29	90000000001074965880	16:35:00	2
2024-03-05	90000000001072649126	07:05:00	1
2024-03-05	90000000001072649126	16:35:00	2
2024-03-05	90000000001079624966	07:05:00	1
2024-03-05	90000000001079624966	16:35:00	2
2024-03-05	90000000001071750230	07:05:00	1
2024-03-05	90000000001071750230	16:35:00	2
2024-03-05	90000000001077274613	07:05:00	1
2024-03-05	90000000001077274613	16:35:00	2
2024-03-05	90000000001074965880	07:05:00	1
2024-03-05	90000000001074965880	16:35:00	2
2024-03-07	90000000001072649126	07:05:00	1
2024-03-07	90000000001072649126	16:35:00	2
2024-03-07	90000000001079624966	07:05:00	1
2024-03-07	90000000001079624966	16:35:00	2
2024-03-07	90000000001071750230	07:05:00	1
2024-03-07	90000000001071750230	16:35:00	2
2024-03-07	90000000001077274613	07:05:00	1
2024-03-07	90000000001077274613	16:35:00	2
2024-03-07	90000000001074965880	07:05:00	1
2024-03-07	90000000001074965880	16:35:00	2
2024-03-12	90000000001072649126	07:05:00	1
2024-03-12	90000000001072649126	16:35:00	2
2024-03-12	90000000001079624966	07:05:00	1
2024-03-12	90000000001079624966	16:35:00	2
2024-03-12	90000000001071750230	07:05:00	1
2024-03-12	90000000001071750230	16:35:00	2
2024-03-12	90000000001077274613	07:05:00	1
2024-03-12	90000000001077274613	16:35:00	2
2024-03-12	90000000001074965880	07:05:00	1
2024-03-12	90000000001074965880	16:35:00	2
2024-03-14	90000000001072649126	07:05:00	1
2024-03-14	90000000001072649126	16:35:00	2
2024-03-14	90000000001079624966	07:05:00	1
2024-03-14	90000000001079624966	16:35:00	2
2024-03-14	90000000001071750230	07:05:00	1
2024-03-14	90000000001071750230	16:35:00	2
2024-03-14	90000000001077274613	07:05:00	1
2024-03-14	90000000001077274613	16:35:00	2
2024-03-14	90000000001074965880	07:05:00	1
2024-03-14	90000000001074965880	16:35:00	2
2024-03-19	90000000001072649126	07:05:00	1
2024-03-19	90000000001072649126	16:35:00	2
2024-03-19	90000000001079624966	07:05:00	1
2024-03-19	90000000001079624966	16:35:00	2
2024-03-19	90000000001071750230	07:05:00	1
2024-03-19	90000000001071750230	16:35:00	2
2024-03-19	90000000001077274613	07:05:00	1
2024-03-19	90000000001077274613	16:35:00	2
2024-03-19	90000000001074965880	07:05:00	1
2024-03-19	90000000001074965880	16:35:00	2
2024-03-21	90000000001072649126	07:05:00	1
2024-03-21	90000000001072649126	16:35:00	2
2024-03-21	90000000001079624966	07:05:00	1
2024-03-21	90000000001079624966	16:35:00	2
2024-03-21	90000000001071750230	07:05:00	1
2024-03-21	90000000001071750230	16:35:00	2
2024-03-21	90000000001077274613	07:05:00	1
2024-03-21	90000000001077274613	16:35:00	2
2024-03-21	90000000001074965880	07:05:00	1
2024-03-21	90000000001074965880	16:35:00	2
2024-03-26	90000000001072649126	07:05:00	1
2024-03-26	90000000001072649126	16:35:00	2
2024-03-26	90000000001079624966	07:05:00	1
2024-03-26	90000000001079624966	16:35:00	2
2024-03-26	90000000001071750230	07:05:00	1
2024-03-26	90000000001071750230	16:35:00	2
2024-03-26	90000000001077274613	07:05:00	1
2024-03-26	90000000001077274613	16:35:00	2
2024-03-26	90000000001074965880	07:05:00	1
2024-03-26	90000000001074965880	16:35:00	2
2024-03-28	90000000001072649126	07:05:00	1
2024-03-28	90000000001072649126	16:35:00	2
2024-03-28	90000000001079624966	07:05:00	1
2024-03-28	90000000001079624966	16:35:00	2
2024-03-28	90000000001071750230	07:05:00	1
2024-03-28	90000000001071750230	16:35:00	2
2024-03-28	90000000001077274613	07:05:00	1
2024-03-28	90000000001077274613	16:35:00	2
2024-03-28	90000000001074965880	07:05:00	1
2024-03-28	90000000001074965880	16:35:00	2
2024-04-02	90000000001072649126	07:05:00	1
2024-04-02	90000000001072649126	16:35:00	2
